onset	duration	trial_type	rt	resp	selection	gender	image_left	image_right	image_left_type	image_right_type
0.0	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0225179002154619	2.5103569999337196	decision_monetary_win_MISSED	missed	missed	missed	P	P_DD901.jpg	P_DD902.jpg	brown	green
3.5330469000618905	1.0001871001441032	ISI	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
4.53330390015617	1.0161718998569995	feedback_monetary_win_MISSED	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
5.549591500079259	2.016516200033948	ITI	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
7.581227400107309	2.5008320999331772	decision_monetary_loss	1.912557400064543	2	right	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
10.082214600173756	1.0008151999209076	ISI	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
11.083105600206181	1.0162682000081986	feedback_monetary_loss_neutral	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
12.099486600141972	2.0164582000579685	ITI	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
14.124407200142741	2.500442699994892	decision_monetary_win	0.8866441000718623	7	left	P	P_DD903.jpg	P_DD904.jpg	brown	brown
16.62500480003655	1.0074758999980986	ISI	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
17.63254260015674	1.0002643000334501	feedback_monetary_win_neutral	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
18.63293040008284	2.016507799969986	ITI	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
20.658170300070196	2.5022919001057744	decision_monetary_loss	0.951966900145635	7	left	P	P_SD903.jpg	P_SD904.jpg	blue	white
23.160612600157037	1.005400599911809	ISI	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
24.16608880017884	1.0010979999788105	feedback_monetary_loss_negative	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
25.167301300214604	2.015194999985397	ITI	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
