image_name,door_or_face,image_type,gender,type,pct_endorsed_child,pct_endorsed_singledoor,general_dprime,highconfidence_treshold_dprime,highconfidence_subset_dprime,age_group,age_rating,ISSUES_lookingforwardsmiling,ISSUES_lookfake,ISSUES_standout,ISSUES_duplicate,ISSUES_SUM
number_160_generated_photos_5e6849ac6d3b380006e3c4b7.jpg,face,boys_black,boys,black,0.3125,NA,0.506075005,-1.873751876,-0.209657003,non_child,15,0,1,0,0,1
number_161_649ee1d1b13064000d61d3ae.jpg,face,boys_black,boys,black,0.615384615,NA,-0.080633163,-1.261188522,0.644441704,non_child,16,0,1,0,0,1
number_163_generated_photos_5f1826d11f67b0000683f2aa.jpg,face,boys_black,boys,black,0.428571429,NA,0.044776177,-1.674749893,0.392273603,child,13,1,0,0,0,1
number_165_649ef994b130640007615e5d.jpg,face,boys_black,boys,black,0.76,NA,0.056972712,-1.795457257,0.14928683,non_child,15,0,0,1,0,1
number_166_generated_photos_5f8982f75bec8300083f4930.jpg,face,boys_black,boys,black,0.25,NA,-0.397612258,-1.383105358,-0.210781999,non_child,14,0,2,0,0,2
number_167_649efcdbb130640007615ec3.jpg,face,boys_latino,boys,latino,0.368421053,NA,0.264755028,-1.83102895,-0.182927814,non_child,16,0,0,1,0,1
number_168_generated_photos_5e68126e6d3b380006d79dc5.jpg,face,boys_latino,boys,latino,0.615384615,NA,0.017119547,-1.443426177,0.117148858,non_child,15,0,0,0,0,0
number_169_generated_photos_5e68646c6d3b380006e9cb29.jpg,face,boys_latino,boys,latino,0.695652174,NA,0.37409541,-1.171203561,0.709603291,non_child,14,0,1,0,0,1
number_17_generated_photos_5f8983d15bec8300083f9c2e.jpg,face,boys_black,boys,black,0.565217391,NA,0.055371667,-1.569498264,0.077785166,child,13,0,5,3,0,8
number_170_649f0785b13064000d61d938.jpg,face,boys_latino,boys,latino,0.166666667,NA,-0.57405603,-1.390805696,0.249034748,non_child,15,0,0,0,0,0
number_172_649f12b9b130640009620590.jpg,face,boys_latino,boys,latino,0.08,NA,0.149118573,-1.000908324,1.31396668,non_child,16,0,0,0,0,0
number_173_64a58706b13064000962c604.jpg,face,boys_latino,boys,latino,0.25,NA,-0.243404178,-1.562687675,0.406318141,non_child,16,1,0,0,0,1
number_174_64a5883fb13064000962c64f.jpg,face,boys_latino,boys,latino,0.083333333,NA,-0.153596939,-1.795457257,-0.338624276,non_child,16,0,0,0,1,1
number_175_generated_photos_5e683c446d3b380006e0bc2f.jpg.png,face,boys_latino,boys,latino,0.166666667,NA,0.170118641,-1.390805696,1.415442926,non_child,15,0,1,0,0,1
number_176_64a5918eb13064000d629cd7.jpg,face,boys_latino,boys,latino,0.555555556,NA,-0.055371667,-1.666433397,-0.113915991,non_child,14,0,0,0,1,1
number_177_64a594ebb13064000962c916.jpg,face,boys_latino,boys,latino,0.375,NA,-0.506075005,-2.12457476,-0.464061356,non_child,15,0,1,0,0,1
number_178_64a59670b13064000d629d99.jpg,face,boys_latino,boys,latino,0.466666667,NA,0.033204211,-1.779063167,-0.446977592,non_child,15,0,0,0,0,0
number_18_generated_photos_5f897b015bec8300083c764e.jpg,face,boys_black,boys,black,0.724137931,NA,-0.392383345,-1.727035741,-0.69378391,child,13,0,1,0,1,2
number_180_64a59961b130640007621cba.jpg,face,boys_white,boys,white,0.052631579,NA,0.098916448,-1.046372746,0.429219231,non_child,16,0,0,0,0,0
number_184_64a59e68b1306451705972ee.jpg,face,boys_white,boys,white,0.833333333,NA,-0.109994674,-2.000689996,-0.331465727,non_child,14,0,1,1,0,2
number_186_64a5a1bab130640007621ded.jpg,face,boys_white,boys,white,0.470588235,NA,-0.202034735,-2.409239328,-1.414969509,non_child,15,0,1,0,1,2
number_187_64a5a4afb13064000d62a050.jpg,face,boys_white,boys,white,0.227272727,NA,0.562962672,-1.154312207,0.183384142,non_child,16,0,1,0,0,1
number_190_64a6e984b130640007624d15.jpg,face,boys_asian,boys,asian,0.142857143,NA,0.412787484,-1.504940672,0.604930412,non_child,17,0,0,0,0,0
number_191_generated_photos_5f897cbe5bec8300083d1aac.jpg_fixed.jpg_fixed.jpg,face,girls_asian,girls,asian,0.35,NA,0.694483835,-1.191600848,0.967421566,non_child,15,0,2,1,0,3
number_193_generated_photos_5f1822561f67b00006829527_fixed.jpg,face,girls_asian,girls,asian,0.166666667,NA,-0.659740641,-1.287218387,-0.189469501,non_child,18,0,2,2,0,4
number_194_generated_photos_5f18153a1f67b000067e82f4_fixed.jpg,face,girls_asian,girls,asian,0.045454545,NA,1.548731953,1.439531471,1.559179584,non_child,20,0,2,5,0,7
number_195_generated_photos_5f897dd45bec8300083d7c4a_fixed.jpg,face,girls_asian,girls,asian,0.043478261,NA,0.81906992,-0.024997832,0.656713365,non_child,24,1,2,3,0,6
number_196_generated_photos_5f1836711f67b00006887c7a.jpg_fixed.jpg,face,girls_asian,girls,asian,0.045454545,NA,0.17190726,-0.395711876,0.508588832,non_child,18,0,2,1,0,3
number_197_generated_photos_5e684b736d3b380006e42b47.jpg,face,girls_asian,girls,asian,0.090909091,NA,1.206159239,-0.975137942,1.289630855,non_child,18,0,1,0,0,1
number_198_generated_photos_5f1805461f67b00006791aba_fixed.jpg,face,girls_asian,girls,asian,0,NA,1.19312952,0.479624336,1.026734458,non_child,22,0,3,2,0,5
number_2_generated_photos_5f182a0c1f67b0000684ebfe.jpg,face,boys_asian,boys,asian,0.739130435,NA,0.082052159,-1.276269066,0.784243024,child,12,0,0,0,0,0
number_20_generated_photos_5f896f505bec830008382a98.jpg,face,boys_black,boys,black,0.8,NA,0.348674806,-0.878553059,0.372300694,child,13,1,0,1,0,2
number_200_generated_photos_5e686b376d3b380006eb59b7.jpg_fixed.jpg,face,girls_asian,girls,asian,0.375,NA,1.399927706,-0.906277414,1.030074742,non_child,17,0,3,1,0,4
number_201_generated_photos_5f1811ff1f67b000067d69bf.jpg_fixed.jpg,face,girls_asian,girls,asian,0,NA,0.772569015,-0.52650264,0.72257545,non_child,17,0,2,2,0,4
number_202_generated_photos_5e685cf26d3b380006e81d73.jpg_fixed.jpg,face,girls_asian,girls,asian,0.111111111,NA,0.61029461,-0.319239306,0.727913291,non_child,17,2,2,3,0,7
number_203_generated_photos_5f1811f71f67b000067d6728_fixed.jpg,face,girls_asian,girls,asian,0.105263158,NA,0.513450991,-0.234039274,0.925425544,non_child,17,0,3,1,0,4
number_21_generated_photos_5f8976825bec8300083ac7dd.jpg,face,boys_black,boys,black,0.894736842,NA,0.706960608,-0.838035847,0.725590581,child,10,0,0,0,1,1
number_217_generated_photos_5f8970705bec8300083893e6.jpg,face,girls_black,girls,black,0.117647059,NA,0.883431429,-1.290747735,1.061331423,non_child,16,0,0,1,0,1
number_219_generated_photos_5f8971e75bec830008391d3e_fixed.jpg,face,girls_black,girls,black,0.304347826,NA,0.742124223,0.180827533,0.751107168,non_child,14,0,3,3,0,6
number_22_generated_photos_5e68362f6d3b380006df6721.jpg,face,boys_black,boys,black,0.761904762,NA,0.529849749,-1.58974444,0.601315209,child,13,0,2,0,0,2
number_220_generated_photos_5e68148e6d3b380006d81a7b.jpg,face,girls_black,girls,black,0.318181818,NA,0.298040068,-1.080447963,0.517974477,non_child,14,0,0,0,0,0
number_221_generated_photos_5f8977435bec8300083b10102_fixed.jpg,face,girls_black,girls,black,0.105263158,NA,0.513450991,-0.673485106,0.644323797,non_child,21,0,2,3,0,5
number_223_generated_photos_5f896bc15bec83000836ce44_fixed.jpg,face,girls_black,girls,black,0.285714286,NA,0.786009926,-0.052098977,1.384530728,non_child,14,0,1,2,2,5
number_224_generated_photos_5e686ec96d3b380006ec27f7_fixed.jpg,face,girls_black,girls,black,0.444444444,NA,-0.403835802,-1.546553728,-0.029618939,non_child,15,0,1,2,0,3
number_226_generated_photos_5f897cdc5bec8300083d2526_fixed.jpg,face,girls_black,girls,black,0,NA,0.594085433,-0.153596939,1.101817967,non_child,17,0,2,2,0,4
number_227_generated_photos_5f8982ac5bec8300083f2ca4.jpg,face,girls_black,girls,black,0,NA,0.409628857,-0.646983813,0.725590581,non_child,16,0,0,2,0,2
number_229_generated_photos_5e6818e86d3b380006d91b91_fixed.jpg,face,girls_black,girls,black,0.090909091,NA,0.440200896,-0.907183893,0.858109587,non_child,15,0,0,2,1,3
number_23_generated_photos_5f8974c05bec8300083a230a.jpg,face,boys_black,boys,black,0.894736842,NA,0.225486788,-1.058627396,0.039684774,child,13,0,0,0,1,1
number_230_generated_photos_5e6805336d3b380006d497cf_fixed.jpg,face,girks_black,girls,black,0.470588235,NA,1.290747735,0.202034735,1.855783248,non_child,15,0,3,2,0,5
number_231_generated_photos_5f8982895bec8300083f1f87.jpg_fixed.jpg,face,girls_black,girls,black,0.238095238,NA,0.169161242,-1.377404888,-0.296501741,non_child,14,0,4,2,2,8
number_232_generated_photos_5e680be16d3b380006d61a23.jpg,face,girls_black,girls,black,0.166666667,NA,0.60892178,-0.170118641,1.475771886,non_child,17,0,2,2,0,4
