onset	duration	trial_type	rt	resp	selection	gender	image_left	image_right	image_left_type	image_right_type
0.0	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0228626998141408	2.510913999984041	decision_monetary_win_MISSED	missed	missed	missed	P	P_DD901.jpg	P_DD902.jpg	brown	green
3.5339623999316245	1.0158114000223577	ISI	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
4.549842699896544	1.0000378999393433	feedback_monetary_win_MISSED	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
5.55001449980773	2.016430100193247	ITI	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
7.584781399928033	2.5008475999347866	decision_monetary_loss	1.06020319997333	2	right	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
10.085852299816906	1.0141658000648022	ISI	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
11.100094499997795	1.0166224997956306	feedback_monetary_loss_neutral	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
12.116852199891582	2.016503500053659	ITI	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
14.139387599891052	2.5021846001036465	decision_monetary_win	1.388059699907899	7	left	P	P_DD903.jpg	P_DD904.jpg	brown	brown
16.641742099775	1.008369800169021	ISI	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
17.650186999933794	1.0162361999973655	feedback_monetary_win_neutral	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
18.666545699816197	2.016558700008318	ITI	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
20.69200629997067	2.501356199849397	decision_monetary_loss	1.1024784999899566	2	right	P	P_SD903.jpg	P_SD904.jpg	blue	white
23.193513699807227	1.006523699965328	ISI	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
24.200112299993634	1.0164015998598188	feedback_monetary_loss_negative	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
25.21664059977047	2.000157200032845	ITI	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
