onset	duration	trial_type	rt	resp	selection	gender	image_left	image_right	image_left_type	image_right_type
0.0	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0203503998927772	2.500451299827546	decision_monetary_win	0.8392218998633325	7	left	P	P_DD901.jpg	P_DD902.jpg	brown	green
3.520978800021112	1.0123821999877691	ISI	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
4.533425800036639	1.0161985997110605	feedback_monetary_win_positive	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
5.549741100054234	2.0165724996477365	ITI	n/a	n/a	n/a	P	P_DD901.jpg	P_DD902.jpg	brown	green
7.573886400088668	2.500525699928403	decision_monetary_loss	0.8524725995957851	7	left	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
10.074566199909896	1.0089965998195112	ISI	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
11.083650100044906	1.015759099740535	feedback_monetary_loss_neutral	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
12.099511799868196	2.0004010000266135	ITI	n/a	n/a	n/a	P	P_SD901.jpg	P_SD902.jpg	yellow	brown
14.106948199681938	2.5011654002591968	decision_monetary_win	0.41927910037338734	2	right	P	P_DD903.jpg	P_DD904.jpg	brown	brown
16.608252699952573	1.008020400069654	ISI	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
17.616326599847525	1.0164410001598299	feedback_monetary_win_neutral	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
18.632869499735534	2.0168141000904143	ITI	n/a	n/a	n/a	P	P_DD903.jpg	P_DD904.jpg	brown	brown
20.65676449984312	2.5023074001073837	decision_monetary_loss	0.652819599956274	2	right	P	P_SD903.jpg	P_SD904.jpg	blue	white
23.15921809989959	1.0076557998545468	ISI	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
24.16692839981988	1.0158179001882672	feedback_monetary_loss_negative	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
25.18286950001493	2.000557899940759	ITI	n/a	n/a	n/a	P	P_SD903.jpg	P_SD904.jpg	blue	white
